userid,test_group,first_visit_at,order_completed_at,time_to_order,region,marketing_group,product_review,successful_orders,average_receipt_rub,read_pushes
76d4a94a39dc4a89a1d647832067ef6c,test,2022-03-09,2022-03-10,41,Omsk,email_maketing,no_reviews,16,5813,7
956afd45c2c54383aad3bd81ec24056b,test,2022-03-08,2022-03-08,3,Yekaterinburg,target,video_and_photo,5,10254,19
ca6f8de75cc648178d4f55565b64c509,test,2022-03-14,2022-03-14,12,Omsk,email_maketing,video_and_photo,7,11497,4
b1a44d3c37be4c42aa69e0ec823c7823,test,2022-03-08,2022-03-09,29,Saint Petersburg,target,photo,6,60623,27
4e21609273644017af7aefcc251f4122,test,2022-03-04,2022-03-05,25,Saint Petersburg,social_media,video,16,6896,22
78b75cb2c51a489993da96dd7e1c3c4f,test,2022-03-19,2022-03-19,13,Novosibirsk,social_media,photo,10,77069,5
922ad79893f9404589719e9779e4f4fb,test,2022-03-16,2022-03-16,16,Saint Petersburg,target,video_and_photo,4,22920,6
f352d492152d4fc084fed80b79b43823,test,2022-03-05,2022-03-05,11,Samara,target,no_reviews,16,71157,30
4357d9c82a2b4df58c3d3afe83f24234,test,2022-03-14,2022-03-15,30,Moscow,target,video_and_photo,7,83549,7
eb6d8420030a473a917fcf037453db2f,test,2022-03-09,2022-03-11,49,Moscow,email_maketing,photo,8,3186,16
e59fbaf204344173bd703fba7e9b1f03,test,2022-03-14,2022-03-14,3,Moscow,email_maketing,video_and_photo,5,20607,19
7b75cbfbfc9c41248435fd790292e554,test,2022-03-20,2022-03-21,35,Samara,email_maketing,text,9,72918,2
3f8445582e20492b896221c76889490a,test,2022-03-02,2022-03-02,15,Moscow,target,video_and_photo,6,26353,27
d135f039f2a84afc9250efa712354e50,test,2022-03-15,2022-03-17,68,Saint Petersburg,social_media,photo,19,36947,17
e37c83bbab5a4ada929574ed4e189068,test,2022-03-13,2022-03-13,9,Chelyabinsk,social_media,text,18,70130,23
b9c484c1ccfe41cb9b7c0cd0b527524a,test,2022-03-14,2022-03-15,29,Kazan,target,text,7,50031,28
265f32a03ba74674a9826d9c90c90f51,test,2022-03-13,2022-03-13,21,Samara,target,video,19,22262,24
93a2ebd8fba343ac8db1c8745b49dfa5,test,2022-03-09,2022-03-10,35,Novosibirsk,target,video_and_photo,2,4731,14
0b633439cbf440e2a10a7227b480d8da,test,2022-03-09,2022-03-10,28,Novosibirsk,social_media,video,11,9557,18
2635813fe7774ebd9a0b576a278a17a6,test,2022-03-02,2022-03-03,37,Samara,target,video,8,2025,10
6b4cf2a6b1a64918981b32e5ccf5cfdb,test,2022-03-20,2022-03-21,33,Samara,social_media,no_reviews,19,55125,6
95e85e0fefb64bfb8d40c973a718efa0,test,2022-03-01,2022-03-02,34,region,social_media,video_and_photo,18,77342,18
8fef2b66761e4d46bed1f40a678ef96e,test,2022-03-17,2022-03-19,66,Omsk,social_media,text,10,37446,28
017f966eb68240bdb2e83a77074840b8,test,2022-03-08,2022-03-10,54,Kazan,email_maketing,video,18,33074,13
ef60ad91c3f24066b0d98b949179003e,test,2022-03-04,2022-03-06,61,Samara,email_maketing,photo,19,35670,12
490cddc7afaa4b2eafc899e576d612bb,test,2022-03-09,2022-03-11,57,Samara,email_maketing,video_and_photo,5,59674,4
c23326139f05410da389c3f289b897d2,test,2022-03-11,2022-03-13,54,Samara,social_media,video_and_photo,9,32798,26
639d4256571f47c9bfd9f21c93b8c7f0,test,2022-03-18,2022-03-20,52,Saint Petersburg,email_maketing,video_and_photo,16,47355,27
4c053d3da79642d5b67356e97e5ecaed,test,2022-03-08,2022-03-10,70,Yekaterinburg,email_maketing,photo,2,15383,26
c46778595bed4eab896542871a46272c,test,2022-03-20,2022-03-20,18,Novosibirsk,email_maketing,no_reviews,19,28073,32
cc3b3c93dde24b0cb00fbeef870d0139,test,2022-03-06,2022-03-07,37,Samara,social_media,video_and_photo,15,42500,7
1c7e66b8e07c4b2caf5373338735f372,test,2022-03-04,2022-03-05,42,Saint Petersburg,target,video,11,58876,7
9d553cd55cda4e0192174f88a230c754,test,2022-03-05,2022-03-05,16,region,target,video,4,3062,21
7468627d3d3d4664aa2cdd9a10dd3530,test,2022-03-04,2022-03-06,54,Chelyabinsk,social_media,text,3,58236,2
c03693f3cccb40389dce071499e0b8bc,test,2022-03-14,2022-03-16,53,Samara,target,text,17,55684,2
5153db4581a543f7bfe16930b3fcbaf1,test,2022-03-06,2022-03-06,22,Chelyabinsk,social_media,text,15,21652,26
5cd507f08c024f2183f47233f01a3a8b,test,2022-03-10,2022-03-12,64,Chelyabinsk,social_media,video_and_photo,9,83748,15
e42975c91a1b40e29d0b3015cfb704f4,test,2022-03-01,2022-03-01,20,region,email_maketing,text,19,51186,4
c9c627e79d5944a4b9020300cb761b97,test,2022-03-03,2022-03-04,35,region,email_maketing,text,12,80453,6
c20c131a48f843e4a6d2d45846fbadda,test,2022-03-13,2022-03-14,37,Omsk,email_maketing,video_and_photo,6,20417,24
a53490ff49684d9a9bbd6b013982e5df,test,2022-03-16,2022-03-17,29,Novosibirsk,email_maketing,video,17,57834,0
dc478d3d981a481f828b67ce31d75d81,test,2022-03-20,2022-03-20,17,Kazan,email_maketing,no_reviews,2,42848,18
b82ab60a23d3497987c474845c64f3aa,test,2022-03-10,2022-03-10,10,Moscow,social_media,text,7,3242,32
e2732e86d99a4e6aa8a93eb531d2bad9,test,2022-03-14,2022-03-16,66,Kazan,social_media,photo,2,14691,31
3c4faa0a654b4b2aa60e40a5c7d5925f,test,2022-03-01,2022-03-01,2,Saint Petersburg,social_media,no_reviews,15,15544,10
36985f8467f8456ebd0bbbb694f29c69,test,2022-03-13,2022-03-14,40,Chelyabinsk,email_maketing,no_reviews,1,12128,1
0ca5381fbfb14227a7340c380268f4c3,test,2022-03-08,2022-03-09,38,Omsk,email_maketing,video_and_photo,12,52237,31
6065baf0437c4637b9114faf8bdb025d,test,2022-03-13,2022-03-13,7,Chelyabinsk,target,no_reviews,6,80614,24
b438ef7b6cfd48509c4aae9303f43360,test,2022-03-19,2022-03-20,37,Saint Petersburg,email_maketing,video_and_photo,2,56003,8
0af784faa3b84c01aba5c48b021ca362,test,2022-03-14,2022-03-16,68,Saint Petersburg,target,text,16,11247,15
27707d9e61f544d0ba8b77899b44a0d5,test,2022-03-19,2022-03-21,55,Saint Petersburg,social_media,photo,6,45688,32
4fe6604e43174bb3837bbbaee99a3285,test,2022-03-19,2022-03-20,31,Kazan,email_maketing,no_reviews,11,34116,32
5b611323041d4a8b97e53aeb24655575,test,2022-03-12,2022-03-14,59,Yekaterinburg,email_maketing,photo,6,33957,12
1056cb0bf78c489495477394d8ebb813,test,2022-03-02,2022-03-03,40,Saint Petersburg,social_media,photo,9,26982,5
8bad4eeb09224edebd6b17c94531a79e,test,2022-03-02,2022-03-04,49,Novosibirsk,target,no_reviews,12,1603,5
1a5716bc51e04340912af585e7f0668b,test,2022-03-07,2022-03-09,65,Omsk,target,text,15,39545,9
1709ff4eddaf4bbd8c06e2f65f8a1d97,test,2022-03-16,2022-03-17,43,Moscow,social_media,no_reviews,8,24353,6
8b3b0b95c07c494e93ce7e64a1c6e6db,test,2022-03-02,2022-03-02,23,Chelyabinsk,social_media,photo,17,74148,9
daad9ab5243c4d079d11011244078ce3,test,2022-03-18,2022-03-18,9,Novosibirsk,email_maketing,no_reviews,14,37592,21
7217391f5fc84993aa34e54cc4d6264f,test,2022-03-20,2022-03-22,70,Samara,target,video,8,52779,14
64485a015f5f44b18827fb1d0e0c9da8,test,2022-03-08,2022-03-10,67,Omsk,email_maketing,video_and_photo,17,43121,17
a5705943feb64506b6f2ee1b92090db3,test,2022-03-04,2022-03-05,41,Moscow,social_media,text,5,82535,21
734a5cb82a4f459dba201b09ea3aab6c,test,2022-03-01,2022-03-03,56,Saint Petersburg,social_media,text,6,36768,25
5aabf5a22b584cdb97bc62ab41e648ac,test,2022-03-18,2022-03-19,26,Moscow,target,video,16,65526,4
44244e7d08be45829e4ead5e30a78a91,test,2022-03-16,2022-03-16,15,Saint Petersburg,target,video_and_photo,12,55994,15
54e8a397aec746df8ae2be257f682d60,test,2022-03-11,2022-03-12,37,Chelyabinsk,target,photo,5,72924,16
e03e45c408f84a07ad77a87d806accdf,test,2022-03-11,2022-03-13,67,Chelyabinsk,social_media,text,10,37586,25
5aca3c324e674a57995bf43c191e9dcf,test,2022-03-15,2022-03-16,25,Saint Petersburg,social_media,text,10,15772,19
53c202929873407684f38f9e4f03953d,test,2022-03-13,2022-03-13,16,Kazan,email_maketing,text,7,70148,9
1d21b0e3a6b34cdf92cc55d4a11414f6,test,2022-03-19,2022-03-21,52,Omsk,target,text,6,16640,19
8053b472e0344e398b7281dfeb9ac475,test,2022-03-04,2022-03-04,20,Chelyabinsk,email_maketing,no_reviews,11,9209,13
3c2ce1ba0d0b47bcb0f7ccaed2933878,test,2022-03-17,2022-03-19,50,region,email_maketing,video,7,9109,25
aa462cb3074f4a4cb98ae78d5d779747,test,2022-03-14,2022-03-15,40,region,target,video,2,70764,7
00ee279e125b4e4ab19587b3c34e89cc,test,2022-03-04,2022-03-04,6,Yekaterinburg,target,text,16,74082,21
896772e84dd942f5b705d08d6fdf7d17,test,2022-03-20,2022-03-22,61,Saint Petersburg,target,video,4,36557,2
ede8d53070614360adb72abe4dbf24ae,test,2022-03-03,2022-03-03,14,Saint Petersburg,social_media,photo,14,38229,20
678f404be94e45aa91c1e51f0a664e6f,test,2022-03-13,2022-03-15,57,Chelyabinsk,target,text,16,70891,22
356da3a275bd4d26bc2a385e78135a54,test,2022-03-02,2022-03-02,20,Omsk,social_media,no_reviews,2,57073,29
3067a521e966463f8d1a66d4678821c2,test,2022-03-18,2022-03-20,69,Kazan,social_media,photo,4,80488,5
d3d4d9abfabe4baa8952d0c1d5757d13,test,2022-03-06,2022-03-07,26,Moscow,social_media,video_and_photo,5,26551,27
456546dd41e14c74b24ee53670216f01,test,2022-03-14,2022-03-14,13,Samara,social_media,video_and_photo,1,40973,1
a49798dbde954a8ea11a9240cabb9517,test,2022-03-08,2022-03-08,7,Samara,email_maketing,video_and_photo,2,73689,10
81b76eac91034b94a1eb725c25ebf12d,test,2022-03-18,2022-03-19,38,Saint Petersburg,email_maketing,video_and_photo,5,33458,25
a1f9a930f54341afbb56fcbe7c8b71f7,test,2022-03-16,2022-03-18,58,Novosibirsk,email_maketing,no_reviews,10,48567,19
063456575d484fe1a5999b3117705139,test,2022-03-10,2022-03-10,10,region,email_maketing,video,15,21719,28
82653c9a68b34ca8b515130a3aa1a22b,test,2022-03-18,2022-03-19,30,Omsk,target,text,8,47639,2
e40b9118c2ef40218f891280ba08f377,test,2022-03-01,2022-03-02,41,Moscow,social_media,photo,16,55416,22
d8b67e1e31b44fa981dff34084cdb478,test,2022-03-13,2022-03-14,33,Saint Petersburg,email_maketing,text,5,67226,13
ab50ed75a7fb487fa941840dffc99849,test,2022-03-15,2022-03-16,34,Chelyabinsk,target,no_reviews,19,26814,14
d9edb6f6fe774d91adfdfa0e0e1ab195,test,2022-03-03,2022-03-05,71,Kazan,target,video,19,38231,26
65b24b985f9745e79669a55b51f2750f,test,2022-03-03,2022-03-05,53,Samara,email_maketing,no_reviews,1,69412,25
1830f63ff0114e87aab10c8ce6c5d7dc,test,2022-03-14,2022-03-16,53,Novosibirsk,social_media,video_and_photo,16,32236,23
09d15fc60c784198a689ca29299a7afc,test,2022-03-12,2022-03-14,59,Chelyabinsk,social_media,video,19,30496,2
28b69f5d5a914129ab2ce391e671d0a1,test,2022-03-17,2022-03-19,50,Yekaterinburg,email_maketing,photo,7,84317,21
47efda484a5e4b0991097f7a10ea09ca,test,2022-03-09,2022-03-11,62,Chelyabinsk,target,photo,19,82156,23
5b42f22540ae4ecd9cb27fbd54a02a5a,test,2022-03-04,2022-03-05,47,Samara,target,no_reviews,9,44550,32
d4ea0fc35d864154818bc6036cbab6be,test,2022-03-14,2022-03-14,22,Yekaterinburg,email_maketing,video,15,9720,26
6a27b352dc864b0299b0f5abc8293e0a,test,2022-03-17,2022-03-18,24,Novosibirsk,social_media,photo,15,61748,10
7c0eecafa5ae447b8dd4b18e096650d2,test,2022-03-14,2022-03-15,31,Novosibirsk,email_maketing,video,17,62739,2
f8627a865e094d7e938e58d92188a5c6,test,2022-03-14,2022-03-16,55,Samara,email_maketing,video_and_photo,12,77029,17
6f87db428b7d4b20a520d96d83a19ed2,test,2022-03-06,2022-03-07,39,Novosibirsk,email_maketing,text,15,48196,7
9965ddcf7dd54048a86f9fd3c9eeece7,test,2022-03-19,2022-03-19,23,Chelyabinsk,social_media,no_reviews,5,56529,17
ca3e5925f02b4977b729271eae8f9a12,test,2022-03-01,2022-03-01,5,Moscow,target,text,7,70010,6
be3eb0a49efa40d197ba989cc238eb21,test,2022-03-10,2022-03-10,14,Chelyabinsk,email_maketing,video,18,54261,4
ed70d87a51a54224bdbfe8a6d0a9ca59,test,2022-03-06,2022-03-06,5,Yekaterinburg,email_maketing,video_and_photo,15,58180,4
b96fb99d3b5246e2be7cd245ee150c1c,test,2022-03-04,2022-03-05,34,Chelyabinsk,target,photo,5,41525,13
a1aa37f498a14d40b8d99126f6b3044c,test,2022-03-02,2022-03-04,54,Saint Petersburg,target,no_reviews,1,78629,21
e1bace2af4b14255b23e7386e99a9877,test,2022-03-11,2022-03-11,17,Novosibirsk,email_maketing,text,1,77319,28
8c9aaae7db7c4f80b9f73b50ff8dcf8c,test,2022-03-17,2022-03-19,65,Omsk,social_media,video_and_photo,17,77183,6
d9ff131950f6469fafc273429eba2611,test,2022-03-12,2022-03-14,53,Moscow,social_media,video,13,40541,19
215e48c717f04c639919abd7c537e905,test,2022-03-01,2022-03-03,60,region,social_media,photo,5,11941,7
52dd8dfc6b1e4e0aae115ebd60dfc029,test,2022-03-16,2022-03-16,15,Saint Petersburg,email_maketing,video,2,42404,14
72cd2a02fcf14a8aa34dcd9a743206ad,test,2022-03-09,2022-03-09,12,Samara,social_media,photo,10,38115,23
3750966835ab4344a42b43b66c4b1c76,test,2022-03-13,2022-03-14,27,Omsk,social_media,text,14,32735,29
b8c198bfa4174ca788274d3ade391c3a,test,2022-03-08,2022-03-10,49,Saint Petersburg,social_media,video_and_photo,1,23334,3
26b578b230cc4bfb9cacc1e2703ed77a,test,2022-03-08,2022-03-10,53,Moscow,email_maketing,photo,10,46721,29
6a4854027d804d83bf9704b278d9ff60,test,2022-03-08,2022-03-10,66,Moscow,email_maketing,text,8,55028,26
0a283d2959924c4f9ecfbe60cbe9f389,test,2022-03-02,2022-03-02,2,Samara,target,video_and_photo,13,59638,31
b43c1ce057df40dba548e9f9d095e796,test,2022-03-08,2022-03-08,14,Moscow,target,video_and_photo,12,71958,32
4875899a14874883b08d3ab33e1bd4f6,test,2022-03-08,2022-03-09,34,Novosibirsk,target,video,4,10796,26
678543ef2a4540b38a2c3e5195e66c37,test,2022-03-09,2022-03-09,18,Moscow,social_media,text,5,66126,31
9cadcaad367140359c74f89858e40a66,test,2022-03-03,2022-03-05,55,Samara,email_maketing,video_and_photo,5,2391,19
2cb908212afc43af94b243e253f14069,test,2022-03-02,2022-03-02,11,Saint Petersburg,target,video,2,73297,5
8dc6e5ccf76d4e6e8623022abc1dfb2f,test,2022-03-07,2022-03-07,13,region,target,video_and_photo,15,10286,19
b050dc3747be4899ae6629f6545b41bd,test,2022-03-01,2022-03-03,63,Kazan,email_maketing,text,15,4033,21
19ddff9e93a94d71922eec533d87a86a,test,2022-03-18,2022-03-19,45,Chelyabinsk,email_maketing,video,6,51936,21
5ecac0e533744ac49a86977dcb71be69,test,2022-03-16,2022-03-17,30,Moscow,email_maketing,photo,11,13362,21
c5b618b6a998426d939be2694c0fb7c9,test,2022-03-03,2022-03-05,57,Novosibirsk,social_media,no_reviews,5,39183,13
cbfa248d3c114aa8a53de2e90f00634b,test,2022-03-02,2022-03-02,3,Chelyabinsk,email_maketing,video_and_photo,4,45181,20
5fa0e3ffd09a4c7ebf34871d137ca5d5,test,2022-03-19,2022-03-21,60,Novosibirsk,target,text,14,5297,26
3f97a6d4b7a0456cb78b1ed0cc9b53d3,test,2022-03-20,2022-03-22,49,region,email_maketing,video_and_photo,12,62961,24
631f0d5b967b4508a5dc52c997dc8046,test,2022-03-19,2022-03-21,53,region,email_maketing,text,19,65773,11
52d3536b38c841a8bd704be4b4e88f14,test,2022-03-06,2022-03-07,26,Yekaterinburg,target,no_reviews,4,83778,29
a66d884b1af848f7a288a218d51b99d9,test,2022-03-05,2022-03-07,51,Saint Petersburg,social_media,no_reviews,13,33622,24
ca955a2f66424875b5d414776c6c2ff3,test,2022-03-09,2022-03-11,50,Chelyabinsk,target,video,10,29310,16
b4c5e5c05d674eca84664019c98b451b,test,2022-03-04,2022-03-05,34,Novosibirsk,email_maketing,text,17,13717,2
a52a019a170d43b2a665ea0227527288,test,2022-03-04,2022-03-06,69,Moscow,email_maketing,text,5,22017,27
2e3fea2bdfc34c9889477e19599f6064,test,2022-03-18,2022-03-19,26,Samara,email_maketing,no_reviews,1,15000,17
6516157021cb40e982377ac3ae2785b7,test,2022-03-12,2022-03-14,63,Saint Petersburg,social_media,photo,19,24506,32
9da200e88f85424285e50717f35949f3,test,2022-03-03,2022-03-04,42,Samara,email_maketing,no_reviews,10,15952,21
d6f86e3a90944505b2b55a31d18f86ae,test,2022-03-10,2022-03-12,50,Saint Petersburg,email_maketing,video,3,77727,2
b5e20cc5e9164d01937de494b7c5cfc5,test,2022-03-10,2022-03-11,41,Saint Petersburg,social_media,photo,19,80546,25
a74c7953f8284f55a76ea9e851955c50,test,2022-03-16,2022-03-17,43,Saint Petersburg,target,video_and_photo,12,31030,17
fc9e71296e3f438892edc3e63deb8911,test,2022-03-05,2022-03-06,24,Chelyabinsk,social_media,video,14,73507,15
08b2ae63e7b54422b16d967b927b733d,test,2022-03-17,2022-03-18,28,Moscow,email_maketing,video_and_photo,14,14360,16
4b6158cd0e6f429eabaeecab6f9e893d,test,2022-03-16,2022-03-18,68,Kazan,email_maketing,no_reviews,2,11829,13
db5651727de246c4b671e81b83869721,test,2022-03-15,2022-03-15,2,Kazan,email_maketing,video_and_photo,7,55882,32
6975362e508743c78f9ee1c61c50fd12,test,2022-03-15,2022-03-16,35,region,target,photo,19,42705,23
12daaffa7a974ffeaef7600a1c414c27,test,2022-03-06,2022-03-06,6,Chelyabinsk,social_media,text,2,47641,7
cd8027b03b2d4ce3be35e2984376fbd2,test,2022-03-04,2022-03-05,28,Yekaterinburg,social_media,video,3,61161,14
ec6648a247ab43dfa3ecc46e15fbc7d6,test,2022-03-17,2022-03-18,47,Chelyabinsk,social_media,no_reviews,7,10635,18
017bb05b78af42cbbf50d6f342163825,test,2022-03-10,2022-03-10,23,Yekaterinburg,email_maketing,no_reviews,8,83492,22
31d2de96fae84d0d84d345d31156142c,test,2022-03-09,2022-03-10,37,Novosibirsk,target,video,7,67124,1
365ef81aa52b4bbfab4fbafa5d0acc8d,test,2022-03-04,2022-03-04,13,Moscow,social_media,video_and_photo,16,56238,12
547e8dcbb7d9437b9688c7ceb4eb2e78,test,2022-03-04,2022-03-05,41,Saint Petersburg,email_maketing,text,7,30475,25
088e490528474ce58b26560fd896412e,test,2022-03-10,2022-03-11,46,Saint Petersburg,email_maketing,video_and_photo,17,21107,26
df0fc61d2db4425fb5bc4d71e580e176,test,2022-03-07,2022-03-09,54,region,target,text,16,51792,30
c53e3ba1a2ae4d78b0f0deadfaf27697,test,2022-03-06,2022-03-06,16,Saint Petersburg,email_maketing,video_and_photo,9,28546,16
02d655ce2f21436f9954619f10e78691,test,2022-03-20,2022-03-21,37,Samara,email_maketing,video_and_photo,14,35998,13
4d1bb2161f7a4d90b24a227c72c0940b,test,2022-03-03,2022-03-05,63,Moscow,target,text,1,30241,22
76a2db81ec824126a539672333eb850e,test,2022-03-13,2022-03-15,69,region,social_media,video_and_photo,13,51648,6
e9e09845ad2241b2816108fc81231e06,test,2022-03-20,2022-03-20,2,Moscow,email_maketing,video_and_photo,10,22154,31
8f3441bd90ee47f2a7ca118a61ff44fe,test,2022-03-11,2022-03-11,19,Yekaterinburg,target,video_and_photo,19,25425,22
08b943442ed9427683be704709e32c06,test,2022-03-09,2022-03-09,21,Moscow,email_maketing,no_reviews,17,58489,25
dd07c5a92e254e629ce99f52e33fdbca,test,2022-03-19,2022-03-20,47,Yekaterinburg,email_maketing,photo,5,82965,29
fb386284248a42268fcfd8b09a745f2b,test,2022-03-13,2022-03-13,7,Kazan,email_maketing,no_reviews,4,39479,18
7465698854854e0a97f105e48deea353,test,2022-03-12,2022-03-13,37,Moscow,email_maketing,video_and_photo,15,35377,20
b52e766ed8c446d0b98cc3d95842796b,test,2022-03-14,2022-03-14,6,Yekaterinburg,social_media,text,16,26659,4
b9fcc061ae9640b4adb28e7c0bd04229,test,2022-03-14,2022-03-14,12,Yekaterinburg,email_maketing,photo,5,81946,2
2883954b8aa54e26a94c20234a71900d,test,2022-03-20,2022-03-21,37,Saint Petersburg,target,video_and_photo,6,47918,14
1ad925a62a06425d8ebb36cf63f5e426,test,2022-03-10,2022-03-12,53,region,email_maketing,video_and_photo,18,26087,11
6063acc8ce1947e398bfec366b7b4c3d,test,2022-03-02,2022-03-04,61,Samara,social_media,video,5,57924,26
27e45c8e224e4462afe70498221e4f55,test,2022-03-14,2022-03-15,27,Novosibirsk,target,no_reviews,19,32118,9
6381807c6797499bbc27eaccf1d510a7,test,2022-03-19,2022-03-21,68,Chelyabinsk,target,video,15,50383,9
562f0252311e4974a5dd3aeb6c2ec69d,test,2022-03-16,2022-03-18,53,Omsk,email_maketing,text,10,84384,3
aaf3c473200343aeab2715953088bbca,test,2022-03-12,2022-03-13,26,Samara,target,photo,12,44770,30
85fa49ae17f6407cbaac3c0c1f4ac314,test,2022-03-05,2022-03-07,66,region,target,photo,9,48843,5
4f987805231f44268a4eebe1d9ae5b36,test,2022-03-06,2022-03-08,64,Kazan,email_maketing,photo,5,74631,5
83c2eec80c8a4a9ab5182ca8b3e0cd92,test,2022-03-15,2022-03-16,33,Chelyabinsk,social_media,video,14,1493,11
181b48a3512e4b9ebd30ed179153616e,test,2022-03-02,2022-03-02,21,Chelyabinsk,target,video_and_photo,17,23538,10
efc6fb74445642de864b6c9bb0b46b2e,test,2022-03-14,2022-03-15,39,Samara,social_media,text,5,78900,16
4ce06a86e764438b93e6df189584f186,test,2022-03-11,2022-03-13,69,Moscow,social_media,text,11,52864,17
8065df8f5a3f462bb0b46ae3720220b6,test,2022-03-01,2022-03-03,62,Chelyabinsk,target,no_reviews,11,34107,3
93fceaec41394faea65a4fe1e0adea60,test,2022-03-14,2022-03-14,4,region,social_media,no_reviews,15,54493,15
e233957324e84f8b89817189e21838a4,test,2022-03-13,2022-03-15,51,Yekaterinburg,target,video,3,34220,9
ebc650297cfe4e71927e4eb8be3521a2,test,2022-03-07,2022-03-09,49,Novosibirsk,email_maketing,video,18,31425,25
f5aa8255fdb5484991afcf9d24d4062a,test,2022-03-02,2022-03-04,61,Samara,email_maketing,text,9,12959,12
ed58966365d04ef48b20f7e00df68c7d,test,2022-03-05,2022-03-05,4,Samara,target,text,15,13326,19
b7d6a32fb8c44871b4222477cabb7c79,test,2022-03-14,2022-03-16,60,Saint Petersburg,target,no_reviews,12,28685,18
45b3edeb71ac4ae2b03d11778f48517e,test,2022-03-02,2022-03-03,27,Yekaterinburg,social_media,text,12,61548,10
6e28013ff57e41babf18f14dff5111e6,test,2022-03-17,2022-03-17,15,Saint Petersburg,target,text,13,72163,30
94ff1d0a91084076b526905c78062908,test,2022-03-18,2022-03-19,44,Yekaterinburg,social_media,photo,2,74692,22
79aca77eb62f410a8e8a769bf17b280f,test,2022-03-20,2022-03-20,8,Saint Petersburg,email_maketing,video,14,51621,32
8671e06307824b54bc14bc8af0a039dd,test,2022-03-18,2022-03-18,20,Kazan,target,photo,10,13923,1
b88f40a4f2874c4db6363a852eb35ab3,test,2022-03-18,2022-03-18,14,Kazan,social_media,video,1,82691,19
c1cb4ec2e11749c4839068e1b0a92434,test,2022-03-10,2022-03-10,14,Novosibirsk,email_maketing,text,17,1653,2
e95e1d0e2aba4410b37e948f284119e9,test,2022-03-18,2022-03-19,45,Omsk,social_media,text,7,22139,10
6b7e0bdadbd94b8b8729e6f76301f4a7,test,2022-03-11,2022-03-12,35,region,social_media,video_and_photo,6,44822,17
caea1c5fbd084ede880bea0cc875d641,test,2022-03-05,2022-03-05,13,Yekaterinburg,social_media,photo,14,12542,2
f4bf56d05ece44419a23729bd5d06dbf,test,2022-03-18,2022-03-18,2,region,social_media,text,14,52941,16
9354296287cb4cfabc8755333eccc00a,test,2022-03-06,2022-03-06,9,Chelyabinsk,social_media,no_reviews,11,53545,19
51709ab021c64c0f9b9523051f17711e,test,2022-03-07,2022-03-09,69,Chelyabinsk,target,photo,3,16163,7
8d113e77816c4416a8525b0feadf48b9,test,2022-03-05,2022-03-05,3,Novosibirsk,social_media,text,9,41523,26
6bd4f70d21a747c2bece637b285ab903,test,2022-03-13,2022-03-15,65,Moscow,social_media,no_reviews,3,9592,3
01537538c2ba4bbcbb15fe7728e3aa6c,test,2022-03-16,2022-03-17,37,Novosibirsk,social_media,video_and_photo,16,29772,23
d210ce2da9f44dafab7b5ec451c8a934,test,2022-03-15,2022-03-16,26,Omsk,target,no_reviews,2,56333,5
408203d392574322a7e203a50f0452ae,test,2022-03-03,2022-03-05,55,region,social_media,text,9,19955,30
962230f457c347369c34eca09f5c1304,test,2022-03-05,2022-03-07,66,Yekaterinburg,social_media,no_reviews,1,58762,26
c3ea9b0b100c4347a769ede7ed3cbe90,test,2022-03-19,2022-03-20,43,Kazan,target,video_and_photo,14,41985,11
8d803dbfa314438d843264aeac2365ab,test,2022-03-12,2022-03-12,10,Saint Petersburg,email_maketing,photo,7,72373,11
df407280df4842d48beec30bf60944c9,test,2022-03-19,2022-03-19,17,Moscow,email_maketing,video,4,27044,5
68417cfaac3644499628f2a5272bf357,test,2022-03-06,2022-03-07,45,Yekaterinburg,email_maketing,photo,1,49682,18
39cf4bf5767f48fe9ddfe2c6356fc721,test,2022-03-07,2022-03-09,56,Chelyabinsk,email_maketing,text,16,54591,8
e5fcdf76c7e94baf8202189949910cf2,test,2022-03-13,2022-03-13,20,Novosibirsk,email_maketing,video_and_photo,12,72105,26
52ec491afada40258a1a9688ebc4594f,test,2022-03-15,2022-03-17,70,region,target,photo,2,60242,14
a7cf6dcc96be403189d833d871844afe,test,2022-03-13,2022-03-15,64,Saint Petersburg,social_media,video,17,18443,18
4d8581e4cb1a4afe9e6aca39b0772a4c,test,2022-03-07,2022-03-08,44,Samara,social_media,photo,12,60430,20
8a1159b23a144ecf8b1e0dd8c89025ab,test,2022-03-01,2022-03-02,40,Saint Petersburg,email_maketing,no_reviews,6,63248,18
8f444cfb535c4b83827a46ec947fd18c,test,2022-03-05,2022-03-06,35,Omsk,social_media,video_and_photo,7,8969,27
f53bc56c330645d09acfd8bbfe0d4256,test,2022-03-10,2022-03-12,57,Kazan,target,text,16,27729,23
b58555b6d70142de91c3387b17e0b518,test,2022-03-20,2022-03-22,71,region,email_maketing,text,7,3708,6
594c0e7f0bc3493f85de274350293b73,test,2022-03-05,2022-03-06,28,Saint Petersburg,target,no_reviews,16,80680,25
4a393e81c2a0450193ea04af3792c352,test,2022-03-20,2022-03-20,15,Omsk,email_maketing,video,13,45925,26
3f7a3bfe531548eca79fb02f2581824f,test,2022-03-14,2022-03-15,34,Novosibirsk,social_media,video,8,30563,32
375bcf0f66184443a24f78fee6142ad9,test,2022-03-04,2022-03-04,8,Chelyabinsk,target,photo,14,60832,9
6a59356ed6e148fcb24a855a8a5b7015,test,2022-03-15,2022-03-16,31,region,social_media,photo,6,25437,3
